track_name,artists_names,principal_artist_name,artist_genres,popularity,year,danceability,energy,valence,acousticness,instrumentalness,speechiness,tempo,loudness,duration_min,genre_label,cluster
Express Yourself,N.W.A.,N.W.A.,conscious hip hop;gangster rap;golden age hip hop;hip hop;old school hip hop;rap;west coast rap,64,1988,0.851,0.583,0.956,0.0506,0.0,0.286,95.048,-11.022,4.41835,Hip Hop,1
Children's Story,Slick Rick,Slick Rick,bronx hip hop;east coast hip hop;golden age hip hop;old school hip hop,62,1988,0.904,0.577,0.7,0.125,0.0,0.132,102.691,-7.293,4.034,Hip Hop,1
When You Say Nothing at All,Keith Whitley,Keith Whitley,country;country road,63,1988,0.666,0.296,0.393,0.691,3.82e-06,0.0247,80.007,-15.412,3.728883333333334,Country,0
Every Little Step,Bobby Brown,Bobby Brown,contemporary r&b;new jack swing;r&b;urban contemporary,64,1988,0.797,0.656,0.948,0.00721,0.0,0.0404,99.828,-11.601,3.954,R&B,1
Can You Stand The Rain,New Edition,New Edition,boy band;contemporary r&b;new jack swing;r&b;urban contemporary,65,1988,0.614,0.369,0.733,0.678,0.00235,0.0353,143.319,-15.182,4.961766666666667,R&B,0
Eazy-Duz-It,Eazy-E;Dr. Dre;MC Ren,Eazy-E,g funk;gangster rap;hip hop;rap;west coast rap,63,1988,0.827,0.728,0.692,0.0768,0.0,0.307,90.872,-3.912,4.324883333333333,Hip Hop,1
Don't Close Your Eyes,Keith Whitley,Keith Whitley,country;country road,62,1988,0.605,0.228,0.285,0.703,0.00198,0.0267,78.31,-16.116,4.210433333333333,Country,0
End Of The Line,Traveling Wilburys,Traveling Wilburys,album rock;beatlesque;classic rock;country rock;folk rock;heartland rock;mellow gold;rock;singer-songwriter;soft rock;supergroup,73,1988,0.578,0.836,0.932,0.163,1.36e-06,0.0512,167.026,-6.607,3.492,Country,2
No More ?'s,Eazy-E,Eazy-E,g funk;gangster rap;hip hop;rap;west coast rap,72,1988,0.935,0.805,0.624,0.0143,1.53e-06,0.225,105.641,-4.782,3.906,Hip Hop,1
Copperhead Road,Steve Earle,Steve Earle,alternative country;classic texas country;country rock;folk;heartland rock;outlaw country;roots rock;singer-songwriter,71,1988,0.372,0.588,0.706,0.0213,0.000103,0.0411,162.874,-15.493,4.498666666666667,Country,0
Handle With Care,Traveling Wilburys,Traveling Wilburys,album rock;beatlesque;classic rock;country rock;folk rock;heartland rock;mellow gold;rock;singer-songwriter;soft rock;supergroup,68,1988,0.676,0.771,0.708,0.109,0.0,0.0283,115.073,-5.981,3.326433333333333,Country,2
Boyz-N-The-Hood - Remix,Eazy-E;Ice Cube;DJ Yella,Eazy-E,g funk;gangster rap;hip hop;rap;west coast rap,65,1988,0.837,0.692,0.805,0.0383,0.0,0.337,87.775,-4.251,6.328883333333334,Hip Hop,1
Straight Outta Compton,N.W.A.,N.W.A.,conscious hip hop;gangster rap;golden age hip hop;hip hop;old school hip hop;rap;west coast rap,74,1988,0.834,0.878,0.418,0.0461,0.0,0.15,102.848,-9.484,4.31145,Hip Hop,1
If It Isn't Love,New Edition,New Edition,boy band;contemporary r&b;new jack swing;r&b;urban contemporary,60,1988,0.588,0.856,0.781,0.0915,2.62e-05,0.0378,97.968,-12.418,5.164,R&B,2
Deeper Than the Holler,Randy Travis,Randy Travis,contemporary country;country;country gospel;country road,68,1988,0.647,0.482,0.437,0.29,0.0,0.0262,142.648,-8.591,3.651333333333334,Country,0
Fuck Tha Police,N.W.A.,N.W.A.,conscious hip hop;gangster rap;golden age hip hop;hip hop;old school hip hop;rap;west coast rap,72,1988,0.859,0.75,0.857,0.0193,0.0,0.303,98.691,-8.325,5.76195,Hip Hop,1
It Takes Two,Rob Base & DJ EZ Rock,Rob Base & DJ EZ Rock,freestyle;harlem hip hop;hip hop;hip house;miami bass;new jack swing,62,1988,0.8,0.723,0.651,0.00228,0.0,0.158,111.593,-9.719,5.010666666666666,Hip Hop,1
Piece Of My Love,Guy,Guy,contemporary r&b;new jack swing;r&b,55,1988,0.695,0.316,0.828,0.136,0.0,0.0511,75.157,-16.669,5.260666666666666,R&B,0
Nite and Day,Al B. Sure!,Al B. Sure!,contemporary r&b;new jack swing;quiet storm;r&b,59,1988,0.655,0.477,0.642,0.029,0.000221,0.0421,92.097,-9.616,3.966883333333334,R&B,1
Gangsta Gangsta,N.W.A.,N.W.A.,conscious hip hop;gangster rap;golden age hip hop;hip hop;old school hip hop;rap;west coast rap,65,1988,0.894,0.698,0.695,0.0279,3.56e-06,0.275,98.104,-8.264,5.615283333333333,Hip Hop,1
"Oo-De-Lally - From ""Robin Hood""",Roger Miller,Roger Miller,classic country pop;classic oklahoma country;nashville sound,58,1988,0.666,0.189,0.572,0.946,0.0,0.137,80.312,-16.991,0.9686666666666667,Country,0
I'm No Stranger to the Rain,Keith Whitley,Keith Whitley,country;country road,59,1988,0.658,0.337,0.564,0.343,0.128,0.0238,88.106,-15.97,3.604433333333333,Country,0
Set 'Em Up Joe,Vern Gosdin,Vern Gosdin,bakersfield sound;country,55,1988,0.853,0.401,0.663,0.418,0.000269,0.0325,120.049,-12.526,2.42,Country,0
Rose Colored Glasses,John Conlee,John Conlee,classic country pop;country,58,1988,0.396,0.379,0.368,0.382,0.0,0.043,114.447,-14.236,3.34155,Country,0
Posse On Broadway,Sir Mix-A-Lot,Sir Mix-A-Lot,old school hip hop,55,1988,0.819,0.292,0.516,0.0269,0.0,0.49,173.055,-15.114,5.081333333333333,Hip Hop,1
Rock Wit'cha,Bobby Brown,Bobby Brown,contemporary r&b;new jack swing;r&b;urban contemporary,58,1988,0.685,0.547,0.909,0.0306,1.05e-05,0.0487,77.509,-12.417,4.82555,R&B,1
Streets of Bakersfield,Dwight Yoakam,Dwight Yoakam,bakersfield sound;country;country rock,58,1988,0.74,0.703,0.816,0.0399,5.69e-06,0.0576,106.878,-11.87,2.80355,Country,1
Roni,Bobby Brown,Bobby Brown,contemporary r&b;new jack swing;r&b;urban contemporary,56,1988,0.717,0.696,0.904,0.0115,6.11e-05,0.0373,146.658,-11.94,5.972216666666666,R&B,2
If I Had A Boat,Lyle Lovett,Lyle Lovett,classic texas country;country rock;folk;heartland rock;outlaw country;roots rock;singer-songwriter,57,1988,0.473,0.323,0.493,0.337,0.000187,0.0374,92.058,-15.639,3.170433333333333,Country,0
Groove Me,Guy,Guy,contemporary r&b;new jack swing;r&b,52,1988,0.8,0.624,0.784,0.0217,0.0,0.0704,107.932,-13.931,4.562666666666667,R&B,1
Sweet Jane,Cowboy Junkies,Cowboy Junkies,alternative country;classic canadian rock;ectofolk;folk;lilith;melancholia;toronto indie,57,1988,0.604,0.203,0.802,0.355,0.0846,0.0317,167.329,-22.191,3.582883333333333,Country,0
Off on Your Own (Girl),Al B. Sure!,Al B. Sure!,contemporary r&b;new jack swing;quiet storm;r&b,52,1988,0.693,0.535,0.666,0.00299,3.03e-06,0.0446,95.557,-13.99,4.15,R&B,0
I Like,Guy,Guy,contemporary r&b;new jack swing;r&b,55,1988,0.441,0.832,0.6,0.0218,1.23e-05,0.064,103.765,-14.396,4.907916666666667,R&B,2
Boys To Men,New Edition,New Edition,boy band;contemporary r&b;new jack swing;r&b;urban contemporary,53,1988,0.618,0.443,0.759,0.465,2.27e-06,0.0374,82.497,-14.66,4.173333333333333,R&B,0
Baby Blue,George Strait,George Strait,contemporary country;country;country road,53,1988,0.483,0.273,0.276,0.713,1.77e-05,0.0308,130.612,-16.213,3.538216666666667,Country,0
Uneasy Rider '88,The Charlie Daniels Band,The Charlie Daniels Band,album rock;classic rock;country;country rock;heartland rock;southern rock,52,1988,0.771,0.632,0.823,0.0898,9.17e-06,0.0655,107.308,-14.352,4.406216666666666,Country,1
Second Chance,38 Special,38 Special,album rock;classic rock;country rock;glam metal;hard rock;mellow gold;rock;soft rock;southern rock,58,1988,0.664,0.426,0.518,0.166,0.0,0.0282,118.785,-12.852,5.078216666666667,Country,0
Supersonic,J.J. Fad,J.J. Fad,old school hip hop,53,1988,0.825,0.391,0.396,0.000374,0.00188,0.202,132.104,-15.962,3.871766666666667,Hip Hop,0
You Gots To Chill,EPMD,EPMD,east coast hip hop;golden age hip hop;hip hop;old school hip hop,54,1988,0.882,0.814,0.854,0.089,0.0,0.424,99.689,-5.214,4.364,Hip Hop,1
Don't Be Cruel,Bobby Brown,Bobby Brown,contemporary r&b;new jack swing;r&b;urban contemporary,52,1988,0.781,0.731,0.717,0.000127,3.06e-05,0.0565,102.398,-12.277,6.8051,R&B,1
Ain't No Half-Steppin',Big Daddy Kane,Big Daddy Kane,east coast hip hop;golden age hip hop;hardcore hip hop;old school hip hop,54,1988,0.836,0.728,0.599,0.00569,0.000819,0.234,100.842,-12.058,5.331766666666667,Hip Hop,1
Last Night,Traveling Wilburys,Traveling Wilburys,album rock;beatlesque;classic rock;country rock;folk rock;heartland rock;mellow gold;rock;singer-songwriter;soft rock;supergroup,56,1988,0.814,0.896,0.973,0.157,0.000199,0.0317,124.401,-6.226,3.854,Country,2
Superwoman,Karyn White,Karyn White,contemporary r&b;minneapolis sound;new jack swing;r&b;urban contemporary,59,1988,0.623,0.722,0.653,0.322,0.0,0.0321,138.357,-5.612,5.790883333333333,R&B,2
You're Not My Kind Of Girl,New Edition,New Edition,boy band;contemporary r&b;new jack swing;r&b;urban contemporary,51,1988,0.669,0.775,0.96,0.396,9.87e-05,0.0335,95.537,-10.599,4.028216666666666,R&B,1
Backside Of Thirty,John Conlee,John Conlee,classic country pop;country,50,1988,0.65,0.422,0.699,0.414,0.0,0.0271,92.907,-14.579,2.564433333333333,Country,0
Tweeter And The Monkey Man,Traveling Wilburys,Traveling Wilburys,album rock;beatlesque;classic rock;country rock;folk rock;heartland rock;mellow gold;rock;singer-songwriter;soft rock;supergroup,57,1988,0.803,0.861,0.899,0.103,0.0,0.05,110.528,-5.393,5.464216666666666,Country,2
Joy and Pain,Rob Base & DJ EZ Rock,Rob Base & DJ EZ Rock,freestyle;harlem hip hop;hip hop;hip house;miami bass;new jack swing,51,1988,0.891,0.68,0.546,0.0212,8.2e-06,0.2,109.92,-10.661,3.762,Hip Hop,1
Eazy-er Said Than Dunn,Eazy-E;Dr. Dre,Eazy-E,g funk;gangster rap;hip hop;rap;west coast rap,56,1988,0.866,0.818,0.747,0.0137,0.0,0.26,103.332,-4.111,3.665766666666667,Hip Hop,1
Angel Of The Morning,Juice Newton,Juice Newton,classic country pop;country dawn;soft rock,58,1988,0.456,0.233,0.424,0.433,6.42e-05,0.0255,75.174,-12.634,4.233333333333333,Country,0
Microphone Fiend,Eric B. & Rakim,Eric B. & Rakim,bboy;east coast hip hop;golden age hip hop;hip hop;old school hip hop,51,1988,0.586,0.795,0.694,0.354,0.0,0.258,94.101,-8.71,5.243333333333333,Hip Hop,1
Rebel Without A Pause,Public Enemy,Public Enemy,conscious hip hop;east coast hip hop;golden age hip hop;hardcore hip hop;hip hop;old school hip hop;political hip hop,53,1988,0.783,0.878,0.634,0.00502,0.0,0.32,99.811,-6.481,5.044433333333333,Hip Hop,1
Rattled,Traveling Wilburys,Traveling Wilburys,album rock;beatlesque;classic rock;country rock;folk rock;heartland rock;mellow gold;rock;singer-songwriter;soft rock;supergroup,54,1988,0.722,0.93,0.85,0.0198,7.01e-06,0.0354,104.832,-5.534,2.9871,Country,2
If It Ain't Ruff,N.W.A.,N.W.A.,conscious hip hop;gangster rap;golden age hip hop;hip hop;old school hip hop;rap;west coast rap,54,1988,0.948,0.605,0.854,0.0233,0.0,0.244,100.043,-8.423,3.572216666666667,Hip Hop,1
Skip a Rope,Henson Cargill,Henson Cargill,classic country pop;classic oklahoma country;cowboy western;western swing,50,1988,0.623,0.51,0.54,0.608,0.00267,0.0374,145.604,-13.092,2.679733333333334,Country,0
If The South Woulda Won,"Hank Williams, Jr.","Hank Williams, Jr.",country;country rock;outlaw country,49,1988,0.675,0.567,0.852,0.285,0.0,0.0632,109.377,-12.978,3.324433333333333,Country,0
I Sang Dixie,Dwight Yoakam,Dwight Yoakam,bakersfield sound;country;country rock,49,1988,0.704,0.4,0.566,0.0602,0.00315,0.0298,114.89,-12.502,3.792433333333333,Country,0
Heading For The Light,Traveling Wilburys,Traveling Wilburys,album rock;beatlesque;classic rock;country rock;folk rock;heartland rock;mellow gold;rock;singer-songwriter;soft rock;supergroup,53,1988,0.563,0.936,0.481,0.131,4.43e-06,0.0511,129.853,-3.957,3.61155,Country,2
Bring The Noise,Public Enemy,Public Enemy,conscious hip hop;east coast hip hop;golden age hip hop;hardcore hip hop;hip hop;old school hip hop;political hip hop,51,1988,0.783,0.933,0.777,0.0176,0.0,0.246,110.182,-5.213,3.767333333333333,Hip Hop,1
Goodbye Love,Guy,Guy,contemporary r&b;new jack swing;r&b,47,1988,0.68,0.381,0.701,0.112,0.0,0.0291,82.186,-16.646,5.0671,R&B,0
What I'd Say,Earl Thomas Conley,Earl Thomas Conley,classic country pop;country,48,1988,0.67,0.265,0.255,0.717,1.06e-06,0.0289,117.799,-12.741,3.87955,Country,0
Dopeman,N.W.A.,N.W.A.,conscious hip hop;gangster rap;golden age hip hop;hip hop;old school hip hop;rap;west coast rap,54,1988,0.828,0.664,0.759,0.0036,0.0,0.31,176.469,-6.242,5.832883333333333,Hip Hop,1
Dopeman - Remix,N.W.A.,N.W.A.,conscious hip hop;gangster rap;golden age hip hop;hip hop;old school hip hop;rap;west coast rap,51,1988,0.819,0.57,0.694,0.00267,0.0,0.374,176.241,-9.313,5.3362,Hip Hop,1
The Bluest Eyes In Texas,Restless Heart,Restless Heart,classic country pop;country;country road,48,1988,0.643,0.525,0.552,0.496,0.0,0.0272,113.907,-10.988,4.783333333333333,Country,0
Nobody Move,Eazy-E;MC Ren,Eazy-E,g funk;gangster rap;hip hop;rap;west coast rap,50,1988,0.91,0.747,0.714,0.0113,0.0,0.254,90.163,-4.814,4.790216666666667,Hip Hop,1
Goodbye Time,Conway Twitty,Conway Twitty,arkansas country;classic country pop;country;country rock,47,1988,0.514,0.162,0.271,0.583,2.1e-05,0.0317,147.117,-17.392,3.458883333333334,Country,0
Buttermilk Biscuits (Keep On Square Dancin'),Sir Mix-A-Lot,Sir Mix-A-Lot,old school hip hop,46,1988,0.935,0.599,0.635,0.057,5.4e-05,0.142,115.058,-10.984,3.510666666666667,Hip Hop,1
Don't Believe The Hype,Public Enemy,Public Enemy,conscious hip hop;east coast hip hop;golden age hip hop;hardcore hip hop;hip hop;old school hip hop;political hip hop,51,1988,0.873,0.688,0.823,0.00968,0.0,0.318,98.425,-5.856,5.322666666666667,Hip Hop,1
Teddy's Jam,Guy,Guy,contemporary r&b;new jack swing;r&b,47,1988,0.789,0.762,0.619,0.0343,0.247,0.063,104.584,-13.129,3.587333333333333,R&B,1
Feels Like Rain,John Hiatt,John Hiatt,country rock;folk;heartland rock;roots rock;singer-songwriter,49,1988,0.702,0.253,0.47,0.825,0.0121,0.0421,140.462,-11.898,4.788233333333333,Country,0
The Way You Love Me,Karyn White,Karyn White,contemporary r&b;minneapolis sound;new jack swing;r&b;urban contemporary,49,1988,0.797,0.785,0.863,0.0712,0.0,0.0723,105.072,-7.523,4.912,R&B,1
Killin' Time,Clint Black,Clint Black,contemporary country;country;country road,65,1989,0.711,0.491,0.671,0.381,9.12e-06,0.0295,121.294,-10.323,2.798883333333333,Country,0
Ramblin' Man,Allman Brothers Band,Allman Brothers Band,album rock;blues rock;classic rock;country rock;folk rock;hard rock;heartland rock;jam band;mellow gold;rock;singer-songwriter;soft rock;southern rock,61,1989,0.349,0.692,0.952,0.462,0.00266,0.0338,179.396,-11.691,4.808433333333333,Country,2
Wild Thing,Tone-Loc,Tone-Loc,hip hop;miami bass,63,1989,0.943,0.685,0.813,0.000507,8.56e-06,0.188,125.515,-11.903,4.392883333333334,Hip Hop,1
Simple Man,The Charlie Daniels Band,The Charlie Daniels Band,album rock;classic rock;country;country rock;heartland rock;southern rock,64,1989,0.592,0.383,0.485,0.654,0.0,0.0494,78.954,-13.076,3.3751,Country,0
When I Call Your Name,Vince Gill,Vince Gill,classic oklahoma country;country;country road,58,1989,0.506,0.11,0.208,0.35,0.00144,0.0307,70.554,-17.615,4.252216666666667,Country,0
Don't Know Much (with Aaron Neville),Linda Ronstadt;Aaron Neville,Linda Ronstadt,country rock;folk;folk rock;heartland rock;mellow gold;singer-songwriter;soft rock,66,1989,0.401,0.285,0.267,0.657,1.13e-05,0.0327,130.465,-11.005,3.532883333333333,Country,0
Ready Or Not,After 7,After 7,contemporary r&b;new jack swing;r&b,58,1989,0.733,0.566,0.775,0.0966,0.0,0.039,141.94,-12.06,4.5971,R&B,1
Eye Know,De La Soul;Otis Redding,De La Soul,east coast hip hop;golden age hip hop;hip hop;jazz rap,60,1989,0.838,0.809,0.854,0.177,3.17e-06,0.0512,109.325,-7.989,4.211183333333334,Hip Hop,1
(What This World Needs Is) A Few More Rednecks,The Charlie Daniels Band,The Charlie Daniels Band,album rock;classic rock;country;country rock;heartland rock;southern rock,56,1989,0.719,0.572,0.756,0.339,0.0,0.0365,100.432,-11.463,3.7011,Country,0
All I Do Is Think of You,Troop,Troop,boy band;contemporary r&b;new jack swing;r&b,57,1989,0.534,0.7,0.447,0.0143,0.0,0.0446,122.609,-8.71,3.81755,R&B,2
Funky Cold Medina,Tone-Loc,Tone-Loc,hip hop;miami bass,60,1989,0.988,0.633,0.929,0.0755,1.88e-06,0.0888,117.493,-15.012,4.136,Hip Hop,1
A Better Man,Clint Black,Clint Black,contemporary country;country;country road,57,1989,0.649,0.667,0.78,0.64,0.000119,0.0266,162.161,-9.125,3.076666666666667,Country,0
Draggin' the Line,Tommy James & The Shondells,Tommy James & The Shondells,bubblegum pop;classic garage rock;classic rock;country rock;folk rock;mellow gold;psychedelic rock;rock-and-roll,58,1989,0.669,0.583,0.647,0.0521,1.52e-05,0.0689,114.548,-9.165,2.747766666666667,Country,2
Going Up The Country,Canned Heat,Canned Heat,blues;blues rock;classic rock;country rock;electric blues;folk rock;psychedelic rock,63,1989,0.622,0.239,0.737,0.859,0.051,0.0447,79.674,-18.982,2.8811,Country,0
The Race Is On,Sawyer Brown,Sawyer Brown,contemporary country;country;country road,59,1989,0.586,0.527,0.867,0.311,0.0,0.0526,179.892,-14.327,2.940666666666667,Country,0
Escapade,Janet Jackson,Janet Jackson,dance pop;r&b;urban contemporary,56,1989,0.806,0.954,0.701,0.0259,0.000617,0.0514,115.229,-6.741,4.732216666666667,R&B,2
Shake Your Rump,Beastie Boys,Beastie Boys,alternative rock;east coast hip hop;golden age hip hop;hip hop;old school hip hop;rap;rap rock;rock,60,1989,0.888,0.699,0.697,0.0159,0.000306,0.164,103.066,-10.425,3.304216666666667,Hip Hop,1
I'm Over You,Keith Whitley,Keith Whitley,country;country road,58,1989,0.766,0.336,0.487,0.68,0.00357,0.0291,106.053,-15.641,3.055766666666667,Country,0
Gone Country,Alan Jackson,Alan Jackson,country,58,1989,0.681,0.719,0.637,0.131,1.65e-06,0.0248,125.729,-5.918,4.33155,Country,2
Looking Down The Barrel Of A Gun,Beastie Boys,Beastie Boys,alternative rock;east coast hip hop;golden age hip hop;hip hop;old school hip hop;rap;rap rock;rock,57,1989,0.736,0.905,0.683,0.162,0.000252,0.059,138.029,-8.789,3.474216666666667,Hip Hop,2
Dumas Walker,The Kentucky Headhunters,The Kentucky Headhunters,classic country pop;country;country rock;kentucky roots;southern rock,57,1989,0.621,0.579,0.967,0.368,2.14e-06,0.0299,140.356,-12.829,2.864,Country,0
The Battle Of New Orleans,Johnny Horton,Johnny Horton,classic country pop;cowboy western,55,1989,0.704,0.743,0.92,0.805,0.0,0.129,177.362,-12.069,2.5251,Country,0
Killin' Time,Clint Black,Clint Black,contemporary country;country;country road,54,1989,0.711,0.491,0.671,0.381,9.12e-06,0.0295,121.294,-10.323,2.798883333333333,Country,0
Rhythm Nation,Janet Jackson,Janet Jackson,dance pop;r&b;urban contemporary,52,1989,0.633,0.931,0.676,0.0504,0.109,0.0686,109.116,-7.752,5.51555,R&B,2
Me Myself and I,De La Soul,De La Soul,east coast hip hop;golden age hip hop;hip hop;jazz rap,56,1989,0.865,0.939,0.835,0.134,0.0,0.0888,114.6,-6.339,3.821866666666667,Hip Hop,1
Jessica,Allman Brothers Band,Allman Brothers Band,album rock;blues rock;classic rock;country rock;folk rock;hard rock;heartland rock;jam band;mellow gold;rock;singer-songwriter;soft rock;southern rock,56,1989,0.345,0.745,0.879,0.365,0.735,0.0327,105.058,-11.021,7.51,Country,3
Eye Know,De La Soul;Otis Redding,De La Soul,east coast hip hop;golden age hip hop;hip hop;jazz rap,58,1989,0.837,0.809,0.851,0.175,2.77e-06,0.0508,109.312,-7.991,4.211183333333334,Hip Hop,1
A Bitch Iz A Bitch,N.W.A.,N.W.A.,conscious hip hop;gangster rap;golden age hip hop;hip hop;old school hip hop;rap;west coast rap,59,1989,0.905,0.548,0.794,0.038,0.0,0.381,97.235,-8.131,3.176666666666667,Hip Hop,1
Down at the Twist and Shout,Mary Chapin Carpenter,Mary Chapin Carpenter,country;country rock;ectofolk;folk;lilith;singer-songwriter,56,1989,0.572,0.956,0.975,0.434,0.0,0.0619,192.309,-4.376,3.364883333333333,Country,2
Crimson & Clover,Tommy James & The Shondells,Tommy James & The Shondells,bubblegum pop;classic garage rock;classic rock;country rock;folk rock;mellow gold;psychedelic rock;rock-and-roll,56,1989,0.456,0.609,0.682,0.275,0.0198,0.068,84.441,-11.767,3.496666666666667,Country,0
He Thinks He'll Keep Her,Mary Chapin Carpenter,Mary Chapin Carpenter,country;country rock;ectofolk;folk;lilith;singer-songwriter,54,1989,0.601,0.743,0.849,0.619,3.74e-06,0.0292,145.582,-5.847,4.051766666666667,Country,2
Summertime Blues,Alan Jackson,Alan Jackson,country,57,1989,0.395,0.862,0.964,0.374,3.29e-05,0.0426,80.716,-6.837,3.20155,Country,2
Something in My Heart,Michel'le,Michel'le,contemporary r&b;new jack swing;r&b,55,1989,0.698,0.434,0.386,0.166,0.000566,0.0272,130.295,-12.892,5.883333333333334,R&B,0
Why'd You Come in Here Lookin' Like That,Dolly Parton,Dolly Parton,classic country pop;country;country dawn,57,1989,0.615,0.759,0.96,0.693,0.0,0.045,175.249,-7.722,2.541766666666667,Country,2
